#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Aufnahmedatum;BHD (cm);Schaftlänge (m);Längenklasse;Stärkenklasse;Position Sortimentsbasis am Stamm [m];Länge (m);Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Reststück Unten OR [m3];Volumen RestStück Oben OR [m3];Qualität;Wert [CHF];
78;16;Buche;200;Buche_1_16;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
79;16;Buche;200;Buche_1_16;2010;32.0;29.0;Restholz;Restholz;15.3;0.19;20.4779;20.3872;20.296;0.0062;0.0067;0.0;0.1775;0.3101;
80;16;Buche;200;Buche_1_16;2010;32.0;29.0;Restholz;Restholz;15.4891;13.5109;20.2969;12.2372;1.0E-4;0.1589;0.1775;0.0;0.0;7.9453;
#Summe:;16;Buche;200;Buche_1_16;2010;32.0;29.0;;;;;;;;0.9862;1.0568;;;;54.248;
#
81;17;Buche;200;Buche_2_17;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;19.2857;
82;17;Buche;200;Buche_2_17;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
83;17;Buche;200;Buche_2_17;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
84;17;Buche;200;Buche_2_17;2010;32.0;29.0;Restholz;Restholz;15.3;0.19;20.4779;20.3872;20.296;0.0062;0.0067;0.0;0.1775;0.3101;
85;17;Buche;200;Buche_2_17;2010;32.0;29.0;Restholz;Restholz;15.4891;13.5109;20.2969;12.2372;1.0E-4;0.1589;0.1775;0.0;0.0;7.9453;
#Summe:;17;Buche;200;Buche_2_17;2010;32.0;29.0;;;;;;;;0.9862;1.0568;;;;54.248;
#
86;18;Buche;200;Buche_3_18;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;19.2857;
87;18;Buche;200;Buche_3_18;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
88;18;Buche;200;Buche_3_18;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
89;18;Buche;200;Buche_3_18;2010;32.0;29.0;Restholz;Restholz;15.3;0.19;20.4779;20.3872;20.296;0.0062;0.0067;0.0;0.1775;0.3101;
90;18;Buche;200;Buche_3_18;2010;32.0;29.0;Restholz;Restholz;15.4891;13.5109;20.2969;12.2372;1.0E-4;0.1589;0.1775;0.0;0.0;7.9453;
#Summe:;18;Buche;200;Buche_3_18;2010;32.0;29.0;;;;;;;;0.9862;1.0568;;;;54.248;
#
91;19;Ahorn;203;Ahorn_1_19;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;22.5574;
92;19;Ahorn;203;Ahorn_1_19;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
93;19;Ahorn;203;Ahorn_1_19;2010;32.0;29.0;L1;2a;10.2;6.0;24.5596;22.3372;19.5957;0.2351;0.2507;0.0;0.1553;11.7562;
94;19;Ahorn;203;Ahorn_1_19;2010;32.0;29.0;Restholz;Restholz;16.3;1.03;19.4945;18.9626;18.4131;0.0291;0.0314;0.0;0.1232;1.4544;
95;19;Ahorn;203;Ahorn_1_19;2010;32.0;29.0;Restholz;Restholz;17.3348;11.6651;18.4079;10.8692;1.0E-4;0.1082;0.1218;0.0;0.0;5.4118;
#Summe:;19;Ahorn;203;Ahorn_1_19;2010;32.0;29.0;;;;;;;;0.9905;1.0603;;;;57.7327;
#
96;20;Ahorn;203;Ahorn_2_20;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;22.5574;
97;20;Ahorn;203;Ahorn_2_20;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
98;20;Ahorn;203;Ahorn_2_20;2010;32.0;29.0;L1;2a;10.2;6.0;24.5596;22.3372;19.5957;0.2351;0.2507;0.0;0.1553;11.7562;
99;20;Ahorn;203;Ahorn_2_20;2010;32.0;29.0;Restholz;Restholz;16.3;1.03;19.4945;18.9626;18.4131;0.0291;0.0314;0.0;0.1232;1.4544;
100;20;Ahorn;203;Ahorn_2_20;2010;32.0;29.0;Restholz;Restholz;17.3348;11.6651;18.4079;10.8692;1.0E-4;0.1082;0.1218;0.0;0.0;5.4118;
#Summe:;20;Ahorn;203;Ahorn_2_20;2010;32.0;29.0;;;;;;;;0.9905;1.0603;;;;57.7327;
#
101;21;Buche;200;Buche_1_21;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;19.2857;
102;21;Buche;200;Buche_1_21;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
103;21;Buche;200;Buche_1_21;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
104;21;Buche;200;Buche_1_21;2010;32.0;29.0;Restholz;Restholz;15.3;0.19;20.4779;20.3872;20.296;0.0062;0.0067;0.0;0.1775;0.3101;
105;21;Buche;200;Buche_1_21;2010;32.0;29.0;Restholz;Restholz;15.4891;13.5109;20.2969;12.2372;1.0E-4;0.1589;0.1775;0.0;0.0;7.9453;
#Summe:;21;Buche;200;Buche_1_21;2010;32.0;29.0;;;;;;;;0.9862;1.0568;;;;54.248;
#
106;22;Buche;200;Buche_2_22;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;19.2857;
107;22;Buche;200;Buche_2_22;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
108;22;Buche;200;Buche_2_22;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
109;22;Buche;200;Buche_2_22;2010;32.0;29.0;Restholz;Restholz;15.3;0.19;20.4779;20.3872;20.296;0.0062;0.0067;0.0;0.1775;0.3101;
110;22;Buche;200;Buche_2_22;2010;32.0;29.0;Restholz;Restholz;15.4891;13.5109;20.2969;12.2372;1.0E-4;0.1589;0.1775;0.0;0.0;7.9453;
#Summe:;22;Buche;200;Buche_2_22;2010;32.0;29.0;;;;;;;;0.9862;1.0568;;;;54.248;
#
111;23;Buche;200;Buche_3_23;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;19.2857;
112;23;Buche;200;Buche_3_23;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
113;23;Buche;200;Buche_3_23;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
114;23;Buche;200;Buche_3_23;2010;32.0;29.0;Restholz;Restholz;15.3;0.19;20.4779;20.3872;20.296;0.0062;0.0067;0.0;0.1775;0.3101;
115;23;Buche;200;Buche_3_23;2010;32.0;29.0;Restholz;Restholz;15.4891;13.5109;20.2969;12.2372;1.0E-4;0.1589;0.1775;0.0;0.0;7.9453;
#Summe:;23;Buche;200;Buche_3_23;2010;32.0;29.0;;;;;;;;0.9862;1.0568;;;;54.248;
#
116;24;Ahorn;203;Ahorn_1_24;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;22.5574;
117;24;Ahorn;203;Ahorn_1_24;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
118;24;Ahorn;203;Ahorn_1_24;2010;32.0;29.0;L1;2a;10.2;6.0;24.5596;22.3372;19.5957;0.2351;0.2507;0.0;0.1553;11.7562;
119;24;Ahorn;203;Ahorn_1_24;2010;32.0;29.0;Restholz;Restholz;16.3;1.03;19.4945;18.9626;18.4131;0.0291;0.0314;0.0;0.1232;1.4544;
120;24;Ahorn;203;Ahorn_1_24;2010;32.0;29.0;Restholz;Restholz;17.3348;11.6651;18.4079;10.8692;1.0E-4;0.1082;0.1218;0.0;0.0;5.4118;
#Summe:;24;Ahorn;203;Ahorn_1_24;2010;32.0;29.0;;;;;;;;0.9905;1.0603;;;;57.7327;
#
121;25;Ahorn;203;Ahorn_2_25;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;22.5574;
122;25;Ahorn;203;Ahorn_2_25;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
123;25;Ahorn;203;Ahorn_2_25;2010;32.0;29.0;L1;2a;10.2;6.0;24.5596;22.3372;19.5957;0.2351;0.2507;0.0;0.1553;11.7562;
124;25;Ahorn;203;Ahorn_2_25;2010;32.0;29.0;Restholz;Restholz;16.3;1.03;19.4945;18.9626;18.4131;0.0291;0.0314;0.0;0.1232;1.4544;
125;25;Ahorn;203;Ahorn_2_25;2010;32.0;29.0;Restholz;Restholz;17.3348;11.6651;18.4079;10.8692;1.0E-4;0.1082;0.1218;0.0;0.0;5.4118;
#Summe:;25;Ahorn;203;Ahorn_2_25;2010;32.0;29.0;;;;;;;;0.9905;1.0603;;;;57.7327;
#
126;26;Buche;200;Buche_1_26;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;19.2857;
127;26;Buche;200;Buche_1_26;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
128;26;Buche;200;Buche_1_26;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
129;26;Buche;200;Buche_1_26;2010;32.0;29.0;Restholz;Restholz;15.3;0.19;20.4779;20.3872;20.296;0.0062;0.0067;0.0;0.1775;0.3101;
130;26;Buche;200;Buche_1_26;2010;32.0;29.0;Restholz;Restholz;15.4891;13.5109;20.2969;12.2372;1.0E-4;0.1589;0.1775;0.0;0.0;7.9453;
#Summe:;26;Buche;200;Buche_1_26;2010;32.0;29.0;;;;;;;;0.9862;1.0568;;;;54.248;
#
131;27;Buche;200;Buche_2_27;2010;32.0;29.0;L1;3a;0.0;4.0;32.5731;30.2244;28.5287;0.287;0.3061;0.0;0.7326;19.2857;
132;27;Buche;200;Buche_2_27;2010;32.0;29.0;L1;2b;4.1;6.0;28.4553;26.5052;24.6264;0.3311;0.3503;0.0;0.3943;16.5528;
133;27;Buche;200;Buche_2_27;2010;32.0;29.0;L1;2a;10.2;5.0;24.5596;22.7407;20.5727;0.2031;0.2163;0.0;0.187;10.154;
